"trade_date","split","date_ordinal","date_count","train_fraction","validation_fraction","holdout_fraction","optimizer_usage","calendar_source"
"2025-01-23","train","258","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-01-24","train","259","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-01-27","train","260","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-05","train","261","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-06","train","262","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-07","train","263","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-10","train","264","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-11","train","265","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-12","train","266","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-13","train","267","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-14","train","268","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-17","train","269","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-18","train","270","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-19","train","271","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-20","train","272","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-21","train","273","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-24","train","274","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-25","train","275","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-26","train","276","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-27","train","277","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-02-28","train","278","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-03","train","279","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-04","train","280","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-05","train","281","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-06","train","282","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-07","train","283","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-10","train","284","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-11","train","285","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-12","train","286","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-13","train","287","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-14","train","288","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-17","train","289","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-18","train","290","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-19","train","291","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-20","train","292","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-21","train","293","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-24","train","294","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-25","train","295","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-26","train","296","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-27","train","297","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-28","train","298","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-03-31","train","299","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-01","train","300","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-02","train","301","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-03","train","302","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-07","train","303","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-08","train","304","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-09","train","305","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-10","train","306","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-11","train","307","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-14","train","308","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-15","train","309","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-16","train","310","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-17","train","311","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-18","train","312","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-21","train","313","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-22","train","314","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-23","train","315","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-24","train","316","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-25","train","317","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-28","train","318","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-29","train","319","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-04-30","train","320","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-06","train","321","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-07","train","322","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-08","train","323","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-09","train","324","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-12","train","325","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-13","train","326","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-14","train","327","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-15","train","328","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-16","train","329","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-19","train","330","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-20","train","331","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-21","train","332","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-22","train","333","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-23","train","334","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-26","train","335","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-27","train","336","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-28","train","337","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-29","train","338","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-05-30","train","339","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-03","train","340","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-04","train","341","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-05","train","342","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-06","train","343","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-09","train","344","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-10","train","345","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-11","train","346","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-12","train","347","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-13","train","348","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-16","train","349","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-17","train","350","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-18","train","351","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-19","train","352","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-20","train","353","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-23","train","354","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-24","train","355","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-25","train","356","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-26","train","357","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-27","train","358","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-06-30","train","359","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-01","train","360","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-02","train","361","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-03","train","362","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-04","train","363","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-07","train","364","485","0.75","0.15","0.10","allowed","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-08","validation","365","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-09","validation","366","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-10","validation","367","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-11","validation","368","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-14","validation","369","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-15","validation","370","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-16","validation","371","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-17","validation","372","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-18","validation","373","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-21","validation","374","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-22","validation","375","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-23","validation","376","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-24","validation","377","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-25","validation","378","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-28","validation","379","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-29","validation","380","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-30","validation","381","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-07-31","validation","382","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-01","validation","383","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-04","validation","384","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-05","validation","385","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-06","validation","386","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-07","validation","387","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-08","validation","388","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-11","validation","389","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-12","validation","390","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-13","validation","391","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-14","validation","392","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-15","validation","393","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-18","validation","394","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-19","validation","395","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-20","validation","396","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-21","validation","397","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-22","validation","398","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-25","validation","399","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-26","validation","400","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-27","validation","401","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-28","validation","402","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-08-29","validation","403","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-01","validation","404","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-02","validation","405","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-03","validation","406","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-04","validation","407","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-05","validation","408","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-08","validation","409","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-09","validation","410","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-10","validation","411","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-11","validation","412","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-12","validation","413","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-15","validation","414","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-16","validation","415","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-17","validation","416","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-18","validation","417","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-19","validation","418","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-22","validation","419","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-23","validation","420","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-24","validation","421","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-25","validation","422","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-26","validation","423","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-29","validation","424","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-09-30","validation","425","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-09","validation","426","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-10","validation","427","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-13","validation","428","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-14","validation","429","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-15","validation","430","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-16","validation","431","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-17","validation","432","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-20","validation","433","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-21","validation","434","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-22","validation","435","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-23","validation","436","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-24","validation","437","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-27","holdout","438","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-28","holdout","439","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-29","holdout","440","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-30","holdout","441","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-10-31","holdout","442","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-03","holdout","443","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-04","holdout","444","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-05","holdout","445","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-06","holdout","446","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-07","holdout","447","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-10","holdout","448","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-11","holdout","449","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-12","holdout","450","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-13","holdout","451","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-14","holdout","452","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-17","holdout","453","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-18","holdout","454","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-19","holdout","455","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-20","holdout","456","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-21","holdout","457","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-24","holdout","458","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-25","holdout","459","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-26","holdout","460","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-27","holdout","461","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-11-28","holdout","462","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-01","holdout","463","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-02","holdout","464","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-03","holdout","465","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-04","holdout","466","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-05","holdout","467","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-08","holdout","468","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-09","holdout","469","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-10","holdout","470","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-11","holdout","471","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-12","holdout","472","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-15","holdout","473","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-16","holdout","474","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-17","holdout","475","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-18","holdout","476","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-19","holdout","477","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-22","holdout","478","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-23","holdout","479","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-24","holdout","480","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-25","holdout","481","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-26","holdout","482","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-29","holdout","483","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-30","holdout","484","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
"2025-12-31","holdout","485","485","0.75","0.15","0.10","report_only","repaired_true1min_2024_2025_full_trade_calendar"
