candidate_id,control_candidate_id,pair_id,exact_identity,route_id,skeleton_id,policy_id,seed,source_family_signature,operator_path_hash,expression_depth,clock_namespace,signal_coverage_status,exact_behavior_identity,behavior_cluster_id,admission_rank,admission_policy,performance_accessed_for_admission
cn.comp.72b7e261a28ced0da04e,cn.comp.72b7e261a28ced0da04e.control,cn.pair.3f9a1d50daf1d0a78fab7604adec432c,6068619f51e09088baa294fee1f39059a365534f3486a99d30da8c135a3bee41,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.delta,stratified_typed_random,1729,canonical_fundamental_growth,1850e80d30c17581afe9cffc7eb4cc939f1587ce647f362a5620cf8dbbf219ed,2,stock_session,qualified,34288dd93be63dbe76f670af,8280,2448,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4d80edd3dbc0b007fec3,cn.comp.4d80edd3dbc0b007fec3.control,cn.pair.d98e77c73fb25a0dd0d91b6879ddae83,cf69af424098ba786cb7f12f1b6520f08fd194335ecb2cc7ec7eb923b9c26b9e,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,diversity_preserving_cem,2718,canonical_fundamental_leverage|canonical_fundamental_shareholder_structure,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,89192579302d650122ca52d7,7175,2449,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.14bd41a1bdc07461684f,cn.comp.14bd41a1bdc07461684f.control,cn.pair.d665093a37b1710574add21a113f126b,c6220d749f26196764075aba075aa5cf808c4da3f1af73cafc5246a2039f2aed,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.state_residual,stratified_typed_random,1729,intraday_derived_state|raw_1min,dfa5bae83c3259075e588a2d76e50426670337fd00b6d7beae018c267cb0c7fe,3,active_bar,qualified,d331d6cab722adc24584fa3d,455,2450,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.e09e9bef64c6eb290c64,cn.comp.e09e9bef64c6eb290c64.control,cn.pair.3efcd1b2a8c596b833d2e07828a0bab3,a808854a8e57f4b833a3d57b76dd063f959ff7c28177d1cf9b414bf014ecfe08,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,evolutionary_mutation,31415,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,9cd774e70b537836f6d02794,4152,2451,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.89bf82a5f3b747a4c789,cn.comp.89bf82a5f3b747a4c789.control,cn.pair.daa5b31465192b6b2fea856070e35ab3,3b3e14fbe1df628f1d63f87026d1021ecc3a6bf4821245ca4942ac30ae5a34ec,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,stratified_typed_random,31415,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,ef9ee6ff7425c6756c96c338,2731,2452,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.73834dc6c85a48ac6d1f,cn.comp.73834dc6c85a48ac6d1f.control,cn.pair.94c96b94f903ddad677bf7e1af4ff80d,f0c0684e2de258adb28694fe5f2ec915e740594ea87ab6ed2ed48920646d4665,MINUTE_STATIC,cn.comp.v2.minute_static.price_volume_interaction,uct_ucb_structural_search,1729,raw_1min,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,active_bar,qualified,bcd1b87461b19f00c579b486,487,2453,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.174df605f88d59410992,cn.comp.174df605f88d59410992.control,cn.pair.d19f909de0f5fbb81aaefab85ab6514a,0d0f957a87f4e04869f86c1197fd0b69a34a6c35e82d8f950b317c3392b82e0e,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,stratified_typed_random,31415,canonical_fundamental_growth,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,0fd92a93d07fdd82cdfcdf26,5424,2454,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.644df5ea5bbb8f3b5f8c,cn.comp.644df5ea5bbb8f3b5f8c.control,cn.pair.47f72997e5fd6efde11c52571fe500fd,318887d488e3359566d8bb72cc92298d233c29e8148ef08ced8491ee4d7ea633,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,diversity_preserving_cem,2718,canonical_fundamental_profitability|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,4aaa0e45e224b36997ef32dc,5822,2455,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.1afb528a44b8a9f256c9,cn.comp.1afb528a44b8a9f256c9.control,cn.pair.a4d80d8a3ec6e9951d13c73d7e695fce,709ad6e666df0beb05edcf1a3830f202397335d7adfb3e460653bf57271d459c,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.transition_state_age,uct_ucb_structural_search,2718,intraday_derived_state|raw_1min,bf88d456e19be787fc3bccefb533ee55d472a378dfe6e90956a277a1d64ff1b1,4,active_bar,qualified,ee583567630f3e40796c75e6,594,2456,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.5342958c08e9908f38d5,cn.comp.5342958c08e9908f38d5.control,cn.pair.95e73733ce7950a8062eefc82590dfb7,08a3c87ca769cd9810076020d04cc871bf16f4217cff9634363f2e4680f10d23,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,stratified_typed_random,1729,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,001c07f4ffa17480999d6861,1739,2457,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.2e6a2b60d288bfa60c69,cn.comp.2e6a2b60d288bfa60c69.control,cn.pair.1d3781d64cf153f21e008e4d828fd3a4,a1df93edcffec45e2f4218ebf0b6a6ca5c2f3e32133ea0700ac93648f5bb67d8,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_conditioned_path,uct_ucb_structural_search,31415,lagged_daily_context|raw_1min,d321f3f8416b6f0480bf2c34f4f8b4f94923e4a38b0031a2ed31eb90675a74d4,3,active_bar,qualified,25a3cec5ef347b00efff0185,1005,2458,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.9e45bf7e46a8725fa7ff,cn.comp.9e45bf7e46a8725fa7ff.control,cn.pair.6c940431c0f64f0595bc97da619f1880,a80ae72a6e9ba63478de91ad77209593fe6b669308a1172163f951be6b01d0d3,MINUTE_STATIC,cn.comp.v2.minute_static.price_volume_interaction,uct_ucb_structural_search,65537,raw_1min,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,active_bar,qualified,523fc8e72e7f701720cc818c,581,2459,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.b2aeed0485260a0b440b,cn.comp.b2aeed0485260a0b440b.control,cn.pair.8e499fb02566e9016a190c6a2828c568,9402b3d39ae91e44a210bf15be35149c52a6b247600f1c3312a1dba38c10dbba,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,diversity_preserving_cem,31415,canonical_fundamental_leverage,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,6cf1263f46b41d2b7ab2e6e6,10016,2460,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.f277cb0ccf5953fe84db,cn.comp.f277cb0ccf5953fe84db.control,cn.pair.a4447eae93064b2aadf1d14dde898d2f,07702059d560f3e688255e542e5cf8fb7bb8fa920b08b76737335a4c7519c6ae,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,diversity_preserving_cem,1729,lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,ef74596ef0103cbca180f617,10396,2461,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.6fc8c6690ba7107c99aa,cn.comp.6fc8c6690ba7107c99aa.control,cn.pair.43e399f4c5ae1154288cbf5e760c0029,a4b720d0ff82e66aec549516c31552868845172c3dbfda4fcede90edb1cdf3cc,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.transition_state_age,evolutionary_mutation,31415,intraday_derived_state|raw_1min,bf88d456e19be787fc3bccefb533ee55d472a378dfe6e90956a277a1d64ff1b1,4,active_bar,qualified,744c40ec7ab0058b551abf03,2270,2462,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.6cf475371f8f1e485245,cn.comp.6cf475371f8f1e485245.control,cn.pair.902f44b669a833cf768ea9f87e1a8e25,bdfd18fa740ea3f8d5fe7588b19afc20534f8a96270290a2c6b782abed471b85,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_path_acceleration,stratified_typed_random,2718,firstN|raw_1min,063da0b08b76e78ff1ebb6b42c5c23a7f434d8e76ebf8b9bc2386f8f6838af79,4,active_bar,qualified,9f7713d16750d93e75de64d4,2215,2463,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.451b72806a7243096fdc,cn.comp.451b72806a7243096fdc.control,cn.pair.0b2a71f05c58ea557f3fbc1949fbbf00,15db2fef7394bb2cfd6f9a504d9f410f184ec996dfeb161d7d0a4df1fe218566,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,diversity_preserving_cem,1729,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,c7854975fa6b8ba3a71b1034,1471,2464,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.577e06a39e843acda9b9,cn.comp.577e06a39e843acda9b9.control,cn.pair.46e8d288ee8d39a50b8665f9733cecef,41656bacdff1de303f9f5c70ef3b01866669bca708050d432b4eeb9e79cfac2e,MINUTE_STATIC,cn.comp.v2.minute_static.cross_sectional_residual,uct_ucb_structural_search,2718,raw_1min,45beb533ffafd7df32f8c36a25b70f4f1004631b5c249f90d1263a62a8ae3a6e,2,active_bar,qualified,683e6d08f1eff1c6002188e1,1824,2465,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.f017f457bb3163f0df9d,cn.comp.f017f457bb3163f0df9d.control,cn.pair.939c17ea084fe97f4dd7bb73e657bb90,0ab35103d766cc8c2fcba845d6ca9d5a79ce8f7897d0b18ea821094ae8323bb3,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.cross_change_interaction,diversity_preserving_cem,1729,canonical_fundamental_capital_investment|lagged_daily_context,8fb84fa0c1be99965db3ec4c4d0ed5f8ad3db8a262de1f81822ce4f327f64e10,4,stock_session,qualified,0ad018ffca93cf9ccac55e8e,11581,2466,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.686a5cf96cba41217ce9,cn.comp.686a5cf96cba41217ce9.control,cn.pair.702df5888e3fc9401e83c9dfb3fbdc0a,735a19776c35ebf110c931f217e91399ea42e64da4b414b285bddc50f4c17177,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,stratified_typed_random,65537,canonical_fundamental_working_capital|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,190f5518b0fac82f6f3707e8,7975,2467,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.913b67399d6d01029f81,cn.comp.913b67399d6d01029f81.control,cn.pair.e07d33106057d10098f2b9804427810b,ad00cc35b8cc0530053f4ff9f096afad9f998b39305fc1970a46a5b1026683b2,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.conditioned_state_path,uct_ucb_structural_search,1729,intraday_derived_state|raw_1min,7cfbae99d0ded7d30b8957f1b72617849234d9fcd1689f19e005115a698d0be1,3,active_bar,qualified,95fb6ca34855de3f3ab19766,2856,2468,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.0f770d8985b9f755367a,cn.comp.0f770d8985b9f755367a.control,cn.pair.441554ebf825d41c016e205de702533f,78a6092dcd098df2ab0500af1a01f27558e89a50e166fbfd6a937f37d20d5ff6,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,diversity_preserving_cem,65537,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,61d03fd79079e83dd7ab1651,354,2469,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.603a4410432a03f5bd9b,cn.comp.603a4410432a03f5bd9b.control,cn.pair.5797f4140d961de933cfdc5f8e6a2ff0,7560e0fd3c841975ee1313409ec551ccd11148a74f47bf5d20576b02aa578fad,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,diversity_preserving_cem,1729,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,b2bdc8e7e30398398dd487a0,52,2470,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.8f09f1e51749dda4258d,cn.comp.8f09f1e51749dda4258d.control,cn.pair.7dd57aa630b2ad7137f801b2dc88619b,3e6d1ede6fe67b0422cddb194f66b0e23375382082daca3259dbc02da737d1d3,MINUTE_STATIC,cn.comp.v2.minute_static.liquidity_volatility_interaction,stratified_typed_random,2718,raw_1min,0299d5bb20e2956efd762126f5203784185e3f9d8d6655cb3cf54b8c9b0339ff,4,active_bar,qualified,b813e7b55960d696482109b4,2818,2471,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.f50498dfe2d6ca57e201,cn.comp.f50498dfe2d6ca57e201.control,cn.pair.674280fbb9e757905fa3c69e69688046,a657fd3da446565b7847fabe272cae3b4b02a0bf75d7ecdb7e0420421b308ec0,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,diversity_preserving_cem,65537,canonical_fundamental_capital_investment|canonical_fundamental_growth,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,7edbb75f8ea06dadcd1c727c,11708,2472,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.522b1d820b9954d2e4f1,cn.comp.522b1d820b9954d2e4f1.control,cn.pair.040cefbc0f02d7bc35d2dda54e90cdcf,22134a5ef58908ee6e21868662b4606b56357fa0e3797d7b8fa363c5c0ac9fee,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_residual,evolutionary_mutation,65537,canonical_fundamental_shareholder_structure|lagged_daily_context,45beb533ffafd7df32f8c36a25b70f4f1004631b5c249f90d1263a62a8ae3a6e,2,stock_session,qualified,7c783ed64fd797628f99e24a,7309,2473,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.72ad9262c499e5c85fbb,cn.comp.72ad9262c499e5c85fbb.control,cn.pair.bac9ad78328560216051b76b11541389,764bcc660a828c3fc830dd7971f8714e95dff3538869363c1636cc371a7139ff,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.state_residual,diversity_preserving_cem,31415,intraday_derived_state|raw_1min,dfa5bae83c3259075e588a2d76e50426670337fd00b6d7beae018c267cb0c7fe,3,active_bar,qualified,e687c31249f43e1f6d7e9b9c,2326,2474,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.70e70c8115e47caf7c0b,cn.comp.70e70c8115e47caf7c0b.control,cn.pair.13abcb985fef9adec81bb036e3de82b6,7d6589f008f33b34eaa156182ef64135f685129c569b483c50e1a697bb77a7bd,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_path_acceleration,stratified_typed_random,31415,firstN|raw_1min,063da0b08b76e78ff1ebb6b42c5c23a7f434d8e76ebf8b9bc2386f8f6838af79,4,active_bar,qualified,992232c159a8a2ffb7735023,2291,2475,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4da98b86ad6738a472fe,cn.comp.4da98b86ad6738a472fe.control,cn.pair.f9c4ea24251370850b66ab0b35a973fd,2e51f23f9776a2d58130bab5e94bd5d604de3128807a156867ed0f7dd02c5b03,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_conditioned_path,uct_ucb_structural_search,31415,lagged_daily_context|raw_1min,d321f3f8416b6f0480bf2c34f4f8b4f94923e4a38b0031a2ed31eb90675a74d4,3,active_bar,qualified,f50b8b5681579065fd463662,1637,2476,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.4ecd689460bbd26bb6c4,cn.comp.4ecd689460bbd26bb6c4.control,cn.pair.ed49e4002c8c536f9dfc8978ae829124,1fe508555a24d517f7d251d0b84a66ce5887dd5f15a3faddbf764f9cce23df9b,MINUTE_STATIC,cn.comp.v2.minute_static.price_volume_interaction,evolutionary_mutation,31415,raw_1min,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,active_bar,qualified,5b5139efa2360398f6dfc6da,1652,2477,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.7ba6cd92474834a2539a,cn.comp.7ba6cd92474834a2539a.control,cn.pair.04d5a5555830729db59cf614d77d5237,6dc61d8a05cfee6e6d8be253efc3015a4c9d17e373583286ca0b3fed301035d1,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.acceleration,diversity_preserving_cem,2718,canonical_fundamental_growth,19e6d701a4a2a33f97cfe71721a51c545341d787993a5bf37aaa08c7e760788e,2,stock_session,qualified,f2f1f7febb1a364dd410b345,8528,2478,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.70562f1c68dba40b0d28,cn.comp.70562f1c68dba40b0d28.control,cn.pair.03b9b539c6ee7d914544a9b07f72228d,aa3ea34f9b51d36c7387d3e7e559170288e18801a3860e635746e8d51872993c,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.cross_family_interaction,uct_ucb_structural_search,2718,canonical_fundamental_leverage|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,cf1e374b5faf326329a936f4,8222,2479,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.99c0b2b4b8ebc249cc2a,cn.comp.99c0b2b4b8ebc249cc2a.control,cn.pair.5b2e93deb450446d671b26154aed07f9,32533d9fe0d15d05acf21bbc0078baee59180b2e8285f1481c1b7e6f46cec14b,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.conditioned_state_path,evolutionary_mutation,65537,intraday_derived_state|raw_1min,7cfbae99d0ded7d30b8957f1b72617849234d9fcd1689f19e005115a698d0be1,3,active_bar,qualified,df26e6327a691d0c913df8ab,3001,2480,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.da1cad92463ddf92d041,cn.comp.da1cad92463ddf92d041.control,cn.pair.2d119577e170b730451c0c2ec521cac1,46fdc96d8f36e2370e5f1cf94ebe9d38b4fe6ae01f0048ea5ef22feb95e3cfc0,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,uct_ucb_structural_search,31415,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,94545104cd09584e17d3f120,4057,2481,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.d2cfeeda86a0ad309fdf,cn.comp.d2cfeeda86a0ad309fdf.control,cn.pair.6a1b1549d343b6b7582a1d82bbcae9e2,5536ea6d86dbc2f74dc7b5016f28706422fed49d4892a53887ed743b24b57ba8,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_persistence_gate,evolutionary_mutation,1729,lagged_daily_context|raw_1min,0ed617ddc893e323e82259e82d30c3c78e80f7ac0f08e459ff77f30c40d54bba,4,active_bar,qualified,9aa8aa48faf7a54e660500cb,3954,2482,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.be3fc41fe09e241bc2dd,cn.comp.be3fc41fe09e241bc2dd.control,cn.pair.99dce148448b684ec100ef6bdeabd786,e68e90b1e0d209b9c8a0cb8a60d3ae64b9094b3e6501b805dc54b8a7dbb6908d,MINUTE_STATIC,cn.comp.v2.minute_static.dispersion_interaction,uct_ucb_structural_search,2718,raw_1min,929bc07101fbf15062c24d27da25531e2a75087eee0434a85cb71b40ec57da41,4,active_bar,qualified,ef39db0d519f1195f307582d,3633,2483,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.aed22976b57aede3fc24,cn.comp.aed22976b57aede3fc24.control,cn.pair.c3ba08424d2b501b83aa7800debdc8ce,1b4602a09886a91aa3bbe3752a18679fc7fadf6e5a64556435eca17fc0d8fd5a,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.change_level_interaction,diversity_preserving_cem,1729,canonical_fundamental_working_capital|lagged_daily_context,378e12ce5680f174133cf570c22028a3dd0fd654734c39a86cc58c10a70ff9d6,3,stock_session,qualified,8f41ad1aed0ee87a4499a51c,9903,2484,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.e461d6d4ecf6d7709a81,cn.comp.e461d6d4ecf6d7709a81.control,cn.pair.0ed0c36362178f0024ac5dce07bded5e,dd64ace102880ae334d6f27e31f38d8cef2806e24853e04dc49b1be79d73220e,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,uct_ucb_structural_search,31415,canonical_fundamental_leverage|lagged_daily_context,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,19048f048e1554d87afbe664,11305,2485,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.392017867e3d01446b4c,cn.comp.392017867e3d01446b4c.control,cn.pair.cc6d94460d825689e1e6ef6764c3528f,7dc9b81903889bb5c2979f706ec0a9cc743910d9e1adb14a30a280c28ffc4115,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.transition_persistence,evolutionary_mutation,31415,intraday_derived_state|raw_1min,a54c6fa4e64fed474e3a46f22e06cf787bbcb863933449c94a14b0aaa6858b74,4,active_bar,qualified,c7cd72fc5b9508378a1de270,1223,2486,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.ee93b40e7365f1076214,cn.comp.ee93b40e7365f1076214.control,cn.pair.e6bec72dacbf8f93f3e76f4d830c1911,c8234edbbaed61ad8350ac9e8b90ddd786b2cd123900b4096e5a343fb9d82925,FIRSTN_PATH,cn.comp.v2.firstn_path.opening_state_residual,evolutionary_mutation,65537,firstN|raw_1min,321e7b8f7977129ed792aa70496701e0717111f5ce11de3232c17c24a14d50c6,3,active_bar,qualified,56c534a86ac6eebf1534f257,4370,2487,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.2f3898e740a8009d7d23,cn.comp.2f3898e740a8009d7d23.control,cn.pair.58a5cde43f5c3e2371ef4060bba5f50a,3944223dc07679d61dc12f3b75201a993bd7a3622d1dcc5bea238c55d79a4eaf,MARKET_REGIME_CONDITION,cn.comp.v2.market_regime_condition.regime_maturity_payload,evolutionary_mutation,31415,lagged_daily_context|raw_1min,671b16505a36a348a0c547cdd8e3e0cbbf8c2ca2b072ddfdf4f45e1531a2c02c,4,active_bar,qualified,72bdb8f16bd29132e7ad2af6,123,2488,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.5cc61476c591a51e9b0b,cn.comp.5cc61476c591a51e9b0b.control,cn.pair.89a9874e15dc62b5f387475ea41fbdd8,5af0db866fc614a6fb54b9c8c934897c2b95f345879416b7f93556b32dd82a63,MINUTE_STATIC,cn.comp.v2.minute_static.liquidity_volatility_interaction,evolutionary_mutation,1729,raw_1min,0299d5bb20e2956efd762126f5203784185e3f9d8d6655cb3cf54b8c9b0339ff,4,active_bar,qualified,972463db0bb40d4a589d8909,1911,2489,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.ffb1c7014371de8b9eb4,cn.comp.ffb1c7014371de8b9eb4.control,cn.pair.f1dc9646274d0d98dd83b3617a7829b5,5a42df881116e95553d0756850069ea3d6ff64195f96db7ec41f130129ec822d,SLOW_TEMPORAL_CHANGE,cn.comp.v2.slow_temporal_change.reported_change,uct_ucb_structural_search,2718,canonical_fundamental_capital_investment,85f5ea90b26e326df8a059edf183c471819684800a675d63a9a6922b8d2206ed,1,stock_session,qualified,5343c5804e4c03881be87c14,11968,2490,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.a131552e27b7c97d015d,cn.comp.a131552e27b7c97d015d.control,cn.pair.ebbdcb79001bd45b4bdabda4f4caa12f,7c80a3047609c1381a0096c524713df1412372d30c0fc647f135f8f29bed7e92,SLOW_CROSS_SECTIONAL_LEVEL,cn.comp.v2.slow_cross_sectional_level.fundamental_ratio,evolutionary_mutation,65537,lagged_daily_context,83930ffef23352db664066fa06691faffa08f550e396d3235582e5a6e0850b44,3,stock_session,qualified,4a049225810b35214470c137,9541,2491,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.c8c8446fbf99a9735927,cn.comp.c8c8446fbf99a9735927.control,cn.pair.b534bf6d2e228b11f705a62006e77a20,7a30a500201a63b5ed7545b645382372bdb0f253e99e6f45b6095a7ec664f561,INTRADAY_STATE_TRANSITION,cn.comp.v2.intraday_state_transition.duration_payload,diversity_preserving_cem,65537,intraday_derived_state|raw_1min,3c168bc673182775144c4a60efaa4349c38b2cf20b1edf32e0d2afe434e5a019,4,active_bar,qualified,2c20d7b1004a07ad725467ac,2147,2492,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
cn.comp.1ef74d0ee9d83d784dcd,cn.comp.1ef74d0ee9d83d784dcd.control,cn.pair.2e067c810e15691716d07c2643a10074,88990d7ed19a6d3447c62dcf3e64b19b4326cac8d99bf7a95ae7d52a6a693cb9,FIRSTN_PATH,cn.comp.v2.firstn_path.relative_strength_reversal,stratified_typed_random,31415,firstN|raw_1min,9cc026326ade70944abce2d4ae414569acbd8f8230634e0fba6a2d2f084b597f,4,active_bar,qualified,76295e773d563f3d7539d058,686,2493,DETERMINISTIC_ROUTE_AND_BEHAVIOR_STRATIFIED,False
