candidate_id,clock_namespace,signal_coverage_status,finite_count_a,finite_count_b,exact_behavior_identity,cluster_a,cluster_b,clock_cluster_id,behavior_cluster_id
cn.comp.6bf1a1004ab9bcf3be2b,active_bar,qualified,1744,1742,b4c6c966af3fb428f69a46f7,1938,2091,2195,2195
cn.comp.6bf580b5a51a4ba3f860,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6bf8ff6999b021e779b1,active_bar,qualified,1664,1678,1d59e4f0be22722552ac3029,15,15,15,15
cn.comp.6bf9103badf8823a3b7c,active_bar,qualified,1696,1742,1c0a3931327e782fc0fe970a,1939,2092,2196,2196
cn.comp.6bf91c399f8d3f3805c3,active_bar,qualified,1744,1742,1ee26943c3ddfb1995dd3e43,1940,2093,2197,2197
cn.comp.6bf95f551722697f542f,active_bar,qualified,1260,1306,cfca4c6d1d262723affca3e6,23,23,23,23
cn.comp.6c01438ae7b17918fc40,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6c034757ef54d3937287,active_bar,qualified,1744,1742,a186543e1d04b3a136090cfd,1941,2094,2198,2198
cn.comp.6c0a836efd410d869a0f,active_bar,qualified,1744,1742,6e8e03e713010c7ae3d7421e,1942,2095,2199,2199
cn.comp.6c0e925520ad4a9a9947,active_bar,qualified,1310,1298,551c48ad2070f6911efb138e,1943,2096,2200,2200
cn.comp.6c1e1ea35fbab08b89c6,active_bar,qualified,1260,1306,f614a3c4042de20dde68e181,1944,2097,2201,2201
cn.comp.6c2b235b6c9b58e16c8e,active_bar,qualified,1641,1671,41bf3eb2037dbe65116285cb,328,330,338,338
cn.comp.6c2bd0f8820b3209211f,active_bar,qualified,1744,1742,2703d5ee250d91c825414515,1945,2098,2202,2202
cn.comp.6c2e3b223365276bf451,active_bar,qualified,1308,1306,f6c2faa0ce8d4d0e5264e9ec,1946,2099,2203,2203
cn.comp.6c377a51fb2a70e28eb1,active_bar,qualified,1672,1671,ed4ab1e4c62ee22946b607d6,21,21,21,21
cn.comp.6c3aab71f0478377271d,active_bar,qualified,1744,1742,f8fd4f2a3de2efac346caf35,1947,2100,2204,2204
cn.comp.6c40fcfd0c44e18135ed,active_bar,qualified,1664,1678,9e01700722e66fcf04a68b76,1948,2101,2205,2205
cn.comp.6c456af70d596f789406,active_bar,qualified,1664,1678,1487b105bdf32826809c48d7,156,157,159,159
cn.comp.6c54c0f1f2c5f4b803d2,active_bar,qualified,1308,1742,ab71f45bd8b548e8b8a03beb,1949,2102,2206,2206
cn.comp.6c5aa714916d341a6198,active_bar,qualified,1744,1742,c2b76ee3bd6db20d2f48d2dd,1950,2,2207,2207
cn.comp.6c64492c2bb2f7531c13,active_bar,qualified,1744,1742,727e4f70eb16ad303c59e3b6,25,25,25,25
cn.comp.6c6a90fa9869fbdfa4c2,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6c6efe27cab3a6e7686a,active_bar,qualified,1680,1742,ffc25e103d1ecb9aab4b96b5,6,6,6,6
cn.comp.6c707e2dfd1ff5d647a7,active_bar,qualified,1308,1306,545e70e2a8b022c066b80aa9,669,693,715,715
cn.comp.6c774fcdd5a33b5add53,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6c77be4f37ad519eaf6c,active_bar,qualified,800,813,dd37ec7032fcb7141c8110c5,1951,2103,2208,2208
cn.comp.6c78802a38a9ad7c98a0,active_bar,qualified,1744,1742,2201cb209891ad6b44f36962,21,21,21,21
cn.comp.6c7d6bc261a7f96cfa0c,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6c88bd3cc82ccaf9851f,active_bar,qualified,1310,1298,d39bddb41c98966d47ae74a8,1952,2104,2209,2209
cn.comp.6c8ed1e2c341909cb3c8,active_bar,qualified,1308,1306,40c52e9995dd326600e359d5,1953,1419,2210,2210
cn.comp.6c8fe3fd78400dae9313,active_bar,qualified,1472,1530,cdb175c104aad6a89491bbe8,1954,2105,2211,2211
cn.comp.6c90bf25a8db9e4ffd70,active_bar,qualified,1474,1495,9c60ba1ac3fab675ce1f932f,1955,1434,2212,2212
cn.comp.6ca01935eda9e1fce823,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6caa8b84b4481606b071,active_bar,qualified,1712,1742,374fa29df511c76866ce9c5c,330,519,537,537
cn.comp.6cbac3110a0b1948c0c2,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6cc3bf28550614a7d374,active_bar,qualified,1416,1306,5369ba80e6cc35b7181095cf,1773,1910,1998,1998
cn.comp.6cd38c24a6b015c1f014,active_bar,qualified,1744,1742,cc71dafc2726f56a8331ed26,1956,2106,2213,2213
cn.comp.6ce4c0534015e927da8e,active_bar,qualified,1744,1742,f3d803b4fe4e3279affea53d,1246,2107,2214,2214
cn.comp.6ce9248fc7c79bf41ef0,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6cf475371f8f1e485245,active_bar,qualified,1648,1678,9f7713d16750d93e75de64d4,1957,2108,2215,2215
cn.comp.6cf65b9c9b3381f6c4af,active_bar,qualified,1568,1614,85b721db359a1ce41b900e69,933,1717,1789,1789
cn.comp.6cf79e7efe6628090eb3,active_bar,qualified,1744,1742,f948373bec66ad1ee285a1aa,520,546,565,565
cn.comp.6d1a71687da117674aa7,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6d2040c42baed6dc796f,active_bar,qualified,1712,1742,e629ca07a8ab0e7b26c1c8ca,1958,2109,2216,2216
cn.comp.6d2a0e4a623b6db167fa,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6d2ab1aacc867c33ce55,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6d2b63d758754da2e4de,active_bar,qualified,1260,1742,ad943ce7b906f298480103aa,1959,2110,2217,2217
cn.comp.6d2ed669c42d81a22563,active_bar,qualified,1744,1742,727e4f70eb16ad303c59e3b6,25,25,25,25
cn.comp.6d3298c41b82b2808232,active_bar,qualified,1568,1614,373766066b91766867049214,760,794,818,818
cn.comp.6d32bf3c320d341c99fc,active_bar,qualified,1276,1742,0abb613ec8639faa8fded212,1928,2079,2182,2182
cn.comp.6d378531c8d55792e8dd,active_bar,qualified,272,311,7f9feba3991a5ec6f43ba4fa,1960,2111,2218,2218
cn.comp.6d3a0390073254bd6f65,active_bar,qualified,1308,1742,42e44b6c9e325d6bf365d9a7,1961,2112,2219,2219
cn.comp.6d420a0564e0758a4d23,active_bar,qualified,1672,1671,0d3bdc0f38c61444c46bf9d7,1962,2113,2220,2220
cn.comp.6d44be37d28d817ab153,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6d48338c6009e6722a80,active_bar,qualified,1308,1742,c03bda8cc199bc4f08918ece,369,2114,2221,2221
cn.comp.6d4d207390f3556eaaea,active_bar,qualified,1308,1742,702774a5ffe49b2a81e74046,1963,2115,2222,2222
cn.comp.6d4f01d23fe1bd34000f,active_bar,qualified,1744,1742,e864d24c0552d0ce3940a935,500,2116,2223,2223
cn.comp.6d5062b9d937d098b162,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6d5bed165e1531fcfa5b,active_bar,qualified,1712,1742,654c7e7137b068d03247c0f8,1964,2117,2224,2224
cn.comp.6d5cc57939d0aa8e452c,active_bar,qualified,1672,1671,505dfc299a94239478bca9b5,1965,2118,2225,2225
cn.comp.6d71e5069024aa9a4b6d,active_bar,qualified,1744,1742,937db47ceaaeaec8ba114bae,1966,2119,2226,2226
cn.comp.6d74989857de92865da4,active_bar,qualified,1555,1549,1dc8b4d3db60aec03a77bb38,1967,2120,2227,2227
cn.comp.6d81d1ad78eab69d5e77,active_bar,qualified,1162,1604,236e00e71244ae2452b0589d,1968,2121,2228,2228
cn.comp.6d8680897e371b0cc80a,active_bar,qualified,797,812,1d2cb7997da8e2a1cb02e215,1400,2122,2229,2229
cn.comp.6d98d60356ac1289031c,active_bar,qualified,1712,1742,344b8d729c9467c57c891631,722,752,775,775
cn.comp.6da896c3f3cbb91b6b41,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6dd600ef981a1d9beb6b,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6ddf36e07f6e3f246a66,active_bar,qualified,1180,1210,73d24e689330939fb5568c79,334,2123,2230,2230
cn.comp.6df122fa2d4be9e75676,active_bar,qualified,1744,1742,d442d69f9a318b5b8ff4c3a3,1969,2124,2231,2231
cn.comp.6df7f6f10b0d95076317,active_bar,qualified,1568,1614,66ea5c3097c827b181155116,300,392,403,403
cn.comp.6dffc83939f3fad76f02,active_bar,qualified,1276,1742,2dc1f562e1a0b56232d74aa0,1970,2125,2232,2232
cn.comp.6e02c153ef9b547375a0,active_bar,qualified,1180,1614,71a1075190a36eed38a15309,157,2126,2233,2233
cn.comp.6e11396bd6c38af4ef31,active_bar,qualified,1680,1742,31ff25df5828997820f6f2d1,1971,2127,2234,2234
cn.comp.6e2c866d2646208a6f0f,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e32c62e60cfd50f9d3e,active_bar,qualified,1308,1742,8dda0f09930bdeb7b16b74c0,1972,2128,2235,2235
cn.comp.6e37da1731893612db00,active_bar,qualified,1744,1742,618e540edc9463c43fc8f8af,1973,2129,2236,2236
cn.comp.6e39d6ac113d9f5b76f7,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e40639c4ad92eaba985,active_bar,qualified,1712,1742,8432c9ac5a9463772ae5d41b,1974,2130,2237,2237
cn.comp.6e427083ce413b003727,active_bar,qualified,1648,1678,50c43d34cf9cd2a186936f3f,1975,2131,2238,2238
cn.comp.6e482e6a4b21f25449c3,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e4af45ef661c2f86c9e,active_bar,qualified,1308,1306,25ae1d3000d571dfcc51cad7,1976,2132,2239,2239
cn.comp.6e4cdcf81aac9c9cca06,active_bar,qualified,1680,1742,40f56070d7fa65c74475d4b6,1,562,582,582
cn.comp.6e4ee2ef2721135d481e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e536b4691cfa6a2e211,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e59d756af08ce8f76b0,active_bar,qualified,1244,1258,c935ff7ae6594e3070950cb2,1977,2133,2240,2240
cn.comp.6e6205b3c763acbbb178,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e6638dcdba3ffb895e9,active_bar,qualified,1696,1742,7d19e01745c297038a7800af,1978,2134,2241,2241
cn.comp.6e66a1988975c71fda73,active_bar,qualified,1744,1742,06c1b2c94e98aeffdbfb2c47,1979,2135,2242,2242
cn.comp.6e6afa1554ab356c8224,active_bar,qualified,1744,1742,dad42796457ff1bc26d6e9df,1980,2136,2243,2243
cn.comp.6e6d4c8a5e2d710d791c,active_bar,qualified,784,804,10caeabc2ab82b1d04632b0a,1981,2137,2244,2244
cn.comp.6e708181f87f52404eb4,active_bar,qualified,1744,1742,401851483b39503bb8caeb1f,1613,2138,2245,2245
cn.comp.6e713679fbf3bf300713,active_bar,qualified,811,841,7ddcf6d39085089771ee22a2,1982,2139,2246,2246
cn.comp.6e8113f691f595f2869d,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e817e805b41348f136b,active_bar,qualified,1744,1742,0c1e1a3077d55cc2e912f347,14,14,14,14
cn.comp.6e87ae1fa72cb22d2a99,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6e87ff813f6ab1971de9,active_bar,qualified,1664,1678,5cac07efecbbfd859a5da304,711,2140,2247,2247
cn.comp.6e882d60ca28806fd7c7,active_bar,coverage_limited,122,105,,0,0,0,0
cn.comp.6e8d41a78625aa5d92d7,active_bar,qualified,1744,1742,97294e9be4f2845bc2532495,4,4,4,4
cn.comp.6e98c78710a18b5388c6,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6eac41d326dec59ba9d3,active_bar,qualified,1744,1742,0026cdbd16fca570914c9cea,21,21,21,21
cn.comp.6eaea80035810c3a3d05,active_bar,qualified,1358,1387,3b10655bab792beadeac71cc,1983,2141,2248,2248
cn.comp.6eb00bf48c57657da6cd,active_bar,coverage_limited,0,946,,0,0,0,0
cn.comp.6eb0832b6a56bd35d106,active_bar,qualified,1712,1742,00a6015382db2c8419cb31ab,844,883,911,911
cn.comp.6eb34f76dd414c68d24d,active_bar,qualified,1260,1742,4ede8639ff42d322d3cdf469,661,2142,2249,2249
cn.comp.6eb4681b9c883bee9bd2,active_bar,qualified,1744,1742,e8f6f15f01174566056ea4e8,1984,2143,2250,2250
cn.comp.6ec01024c02b13df7e75,active_bar,qualified,1744,1742,ac8ceb3427b7832aabf056d7,24,24,24,24
cn.comp.6ec2c9fe912450f859f3,active_bar,qualified,1744,1742,108372ff7d95504130aff62d,21,2144,2251,2251
cn.comp.6ec56e74f9590f8a67dd,active_bar,qualified,724,735,5c8ee631d8b3905854838b60,1985,2145,2252,2252
cn.comp.6ed57d31e7ab5aefc03e,active_bar,qualified,1568,1614,8bdb0cbb7199c7484d71d50c,1986,2146,2253,2253
cn.comp.6ed5fa6b32b487d30595,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6edc74c9d1386ae18646,active_bar,qualified,1744,1742,3db8e11becb1e433744b8030,1987,2147,2254,2254
cn.comp.6edcf07f7593e223820b,active_bar,qualified,1552,1614,e6c737f028d1974d23db3752,1988,2148,2255,2255
cn.comp.6ee28e36ae324fa70fa2,active_bar,qualified,1570,1602,1763d43850f8f4693855071f,1989,2149,2256,2256
cn.comp.6ef45abf9a159596f582,active_bar,qualified,1744,1742,547cfc6fdf6c586187e04a53,1990,2150,2257,2257
cn.comp.6efda9895c29585f660f,active_bar,qualified,1568,1614,97df340d3580ba8913edee08,359,363,373,373
cn.comp.6f0b6e25ac198fda41fa,active_bar,qualified,1680,1742,34547308719b41e6fe58bd24,1991,2151,2258,2258
cn.comp.6f1054262223dafd83bb,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f28404b72bdf3b3cbf5,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6f2a9b3a7e3a722fe6b1,active_bar,qualified,1308,1306,4a56fa71d03c54cce0309fe0,1992,2152,2259,2259
cn.comp.6f3328aad24551326c80,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f33c3933ebc7354811f,active_bar,qualified,1744,1742,5b1e0bed81e127f2a7500adb,529,2153,2260,2260
cn.comp.6f42d9ae586538c1f458,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f45645502334c8e2632,active_bar,qualified,1744,1742,57e20ad398de2b307f4887f3,1993,2154,2261,2261
cn.comp.6f460e670be51742d6c5,active_bar,qualified,1292,1742,767dd174c68db708f340b68b,161,960,991,991
cn.comp.6f5e932a8ffaeba637a6,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f5f4fd0dceceb5de071,active_bar,qualified,1519,1562,d23d0e17529d094400639704,1319,601,1461,1461
cn.comp.6f636f2d0632335c6c32,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f6d67c26c0032357031,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f6f90e0ed1875274cc8,active_bar,qualified,1150,1188,971cd1dc0e7d9482d52c0b0d,1994,2155,2262,2262
cn.comp.6f7129d2bff9dce14ea2,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f7885a1da62413e613a,active_bar,qualified,1680,1742,2dcba406d4444bac677a90a0,1995,2156,2263,2263
cn.comp.6f864238cdae7587e963,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f87fe1dc92f2aadaa90,active_bar,qualified,1744,1742,43c389bd8de090b4d1949cf3,1996,2157,2264,2264
cn.comp.6f8a63de5ac7c3546d9e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f97147e3ed7828bc2ca,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6f97b4847bc4eb055f23,active_bar,qualified,1308,1306,3aa93300eaa320234fea92d4,220,2158,2265,2265
cn.comp.6fa12e3f24b227794959,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6fa20591087fe85fd15e,active_bar,qualified,1164,1614,32b4881eb017aaf7bc72a044,1997,2159,2266,2266
cn.comp.6fa331996f1c0348fc84,active_bar,qualified,1604,1612,3feb384f5c7d5b9d3a627660,1751,1889,1974,1974
cn.comp.6fabdb8705d1387e333f,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.6fad3e1d9270e5b62743,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6fae4440c769c370a64b,active_bar,qualified,1568,1614,b5d72edd9aa60e4c3b529804,428,438,449,449
cn.comp.6fb6b570319b13b18b4a,active_bar,qualified,1712,1742,b3253aa39120196cc91cc2a4,38,38,38,38
cn.comp.6fb9d56538ad42721bdf,active_bar,qualified,1680,1726,3b284d9a1d594f5efe6fd6b4,1998,2160,2267,2267
cn.comp.6fbcf8d27e68483134e3,active_bar,qualified,1744,1742,9beb00919f571b7771689f62,1999,496,2268,2268
cn.comp.6fbefe8f24733e3f177b,active_bar,qualified,1308,1742,081b9559655fccccdf66757b,2000,2161,2269,2269
cn.comp.6fc57876cd1bf2d4d482,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6fc8c6690ba7107c99aa,active_bar,qualified,1744,1742,744c40ec7ab0058b551abf03,2001,2162,2270,2270
cn.comp.6fcc6b3018888176591c,active_bar,qualified,1664,1678,1d59e4f0be22722552ac3029,15,15,15,15
cn.comp.6fccb4a353b93b9f7a94,active_bar,qualified,1520,1565,1d22eba7afbe2d0ae584ebd5,1597,1718,1790,1790
cn.comp.6fd0458b39b97296ca16,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6fd663bdfd680c432d30,active_bar,qualified,1308,1742,10622e1c1e1c2d48bca5bd01,1679,2163,2271,2271
cn.comp.6fdf2eefa4f696b9daf4,active_bar,qualified,1244,1678,406985a9e0d70ba65273e602,2002,2164,2272,2272
cn.comp.6febe64c85a11ec2f8ed,active_bar,qualified,1292,1306,e2b14a1ce02f44db35cc1f52,161,349,358,358
cn.comp.6ff7da6818e92acbb583,active_bar,qualified,1664,1678,9e01700722e66fcf04a68b76,1948,2101,2205,2205
cn.comp.6ff846aaa9ab62e7666d,active_bar,qualified,1308,1742,fcd59db2db4e8bd946bbb5f7,2003,2165,2273,2273
cn.comp.6ff9abb15d3b2245b1e7,active_bar,qualified,1744,1742,97294e9be4f2845bc2532495,4,4,4,4
cn.comp.6ffa3be5d5949177075c,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.6ffba852f7abde4d2a70,active_bar,qualified,1568,1614,1ccb9e7103574ddfa43d7fe6,1932,2084,2187,2187
cn.comp.6ffcf49884bc974cd059,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.701668edca476f91239c,active_bar,qualified,1601,1627,8490e3389da480531efe6bde,2004,2166,2274,2274
cn.comp.701b24cd714d7d596e6c,active_bar,qualified,1276,1306,f1ebe17d7b160261ceaef850,2005,2167,2275,2275
cn.comp.702467d81253f47be22c,active_bar,qualified,1260,1726,597e917a0386bdd5ff9c6a30,32,2168,2276,2276
cn.comp.703f45c7d7fbf53c9aa9,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.7045d69a9c4340ede811,active_bar,qualified,1672,1671,9dbcd7a5b28d20efa246094b,2006,2169,2277,2277
cn.comp.70483d0b958046683db8,active_bar,qualified,1744,1742,50d9b4d626708f5eeda0865f,489,496,513,513
cn.comp.704ada3363b9f6b002c3,active_bar,qualified,1648,1678,b1b47a3e194e14b6274529cd,2007,2170,2278,2278
cn.comp.704dab9db08c0d461539,active_bar,qualified,1744,1742,0cf7fc60240f2f50e2e4aada,2008,2171,2279,2279
cn.comp.705a39a6428959bf7623,active_bar,qualified,1712,1742,e0dde4b0edc708cae82173f0,639,660,680,680
cn.comp.7064493bec49752f3eef,active_bar,qualified,800,813,9e6ea3366de720a9fd38314f,2009,2172,2280,2280
cn.comp.70756afedbd9d7a7c2c3,active_bar,qualified,1308,1306,34244034d56d802401883e1f,1115,2173,2281,2281
cn.comp.707e5dfc73c7429df5c2,active_bar,qualified,1680,1726,99da30af32a2e2b633974c74,2010,130,2282,2282
cn.comp.7081986d67cdefb93973,active_bar,qualified,1664,1678,c7854975fa6b8ba3a71b1034,96,1418,1471,1471
cn.comp.7081e142de995d210f49,active_bar,coverage_limited,0,1168,,0,0,0,0
cn.comp.70841a070fa0ce54ecbc,active_bar,qualified,1664,1678,e3c6964c4f6417de46c58f1f,2011,2174,2283,2283
cn.comp.708c590e9d74b6a864a7,active_bar,qualified,1308,1742,84f883aefee5409fc48107ef,2012,2175,2284,2284
cn.comp.708c885342f0e3fd9cc0,active_bar,qualified,1680,1742,008115a0051ee4254290c7ee,2013,2176,2285,2285
cn.comp.70928e45bf2933921e06,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70954226bf8bdfa92bb2,active_bar,qualified,1744,1742,06bdb64bdecbf84c5b3481c0,2014,2177,2286,2286
cn.comp.709f01fb75ba75217496,active_bar,qualified,1308,1306,a32a42d89562ff88c5ce01ee,2015,2178,2287,2287
cn.comp.70a27c681397594c8595,active_bar,qualified,1744,1742,58b84578dee6f0e714fd6170,447,457,468,468
cn.comp.70a306abfbae86a0a658,active_bar,qualified,1308,1306,64fbfbe14d335c04e2bc009e,2016,2179,2288,2288
cn.comp.70b162dbfcacb8bd5c0f,active_bar,qualified,1308,1306,5e53bb23e7050d35d88830d8,2017,2180,2289,2289
cn.comp.70ba72c79555cb06e055,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70beddecbc5baef870fd,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70d2771824c2771e505a,active_bar,qualified,1308,1306,e9bb06841d0a7f2f199b4431,2018,2181,2290,2290
cn.comp.70d3305a29ae3dde05a0,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70d4348ff593858b9eb3,active_bar,qualified,1664,1678,9fba138894a8c3d9cce65179,45,93,94,94
cn.comp.70de707703ab85d90f1b,active_bar,qualified,1664,1678,f97698da260b1ae09eb1a32b,102,103,104,104
cn.comp.70dfa1ad5b7ae103000e,active_bar,qualified,1568,1614,742f1d4d6419c4996e44f040,1929,2081,2184,2184
cn.comp.70e70c8115e47caf7c0b,active_bar,qualified,1164,1210,992232c159a8a2ffb7735023,2019,2182,2291,2291
cn.comp.70e9383b22d9d2751358,active_bar,qualified,1744,1742,1d44adb0668db32001c6af68,2020,2183,2292,2292
cn.comp.70f01601c3d933f0eb87,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.70f02b5be5c772bdb43e,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70f1be50e884e79e614c,active_bar,qualified,1308,1742,136ac1d65a861ce7d354064a,2021,2184,2293,2293
cn.comp.70f2bff5a2f46fd6b0e8,active_bar,qualified,1552,1614,2fa7d81e23bbf3ea4a83ab77,2022,2185,2294,2294
cn.comp.70f6a8d29a76133d902d,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.70f70965c764e92703a4,active_bar,qualified,1664,1678,1d59e4f0be22722552ac3029,15,15,15,15
cn.comp.7100913aec2833a2d00c,active_bar,qualified,1744,1742,e2967c0b8aec324ffa602dd8,705,2186,2295,2295
cn.comp.7106f1cb7689e816898b,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.711110224e3c929486e9,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71160f0da7c8c8e498a4,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.7116276b885f1519a8a5,active_bar,qualified,1744,1742,484afc98db949a0d32e48729,2023,2187,2296,2296
cn.comp.711881cfc54cc1b5dd3a,active_bar,qualified,1744,1742,b4c31678db8089b6b42b3103,740,772,795,795
cn.comp.7122e18a1939dd1c80d8,active_bar,qualified,1308,1306,3126960a2532909d1de5386d,2024,2188,2297,2297
cn.comp.712303abd419e0eeeb15,active_bar,qualified,1664,1678,3cf1b8f959e1ddb5c2a28e04,2025,2189,2298,2298
cn.comp.71350218c50e5689c15c,active_bar,qualified,1744,1742,2201cb209891ad6b44f36962,21,21,21,21
cn.comp.7137588a63b6ce350df2,active_bar,qualified,1308,1306,c1261c0538fe5db0e51865d5,2026,2190,2299,2299
cn.comp.71379f53092aaee5b0d2,active_bar,qualified,660,656,6addc7042b6b369abc1c10d1,2027,2191,2300,2300
cn.comp.713ce4fdbeaded5c2b29,active_bar,qualified,1244,1678,63a03418dc1e95b4bd7f7952,2028,2192,2301,2301
cn.comp.714109102c006a498160,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71426a253c0da17e9a7d,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.7147009f6169960f2add,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.714b250a17ef563e432a,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71504c12f06c3758a111,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.7157ad7c33c5b8e00d94,active_bar,qualified,1613,1609,41d4e6c6bacf0c932d666a47,505,515,533,533
cn.comp.715e08872be9816b8698,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71601dae34383fe5ec96,active_bar,qualified,1308,1742,73019e954f1d38b22a67eba7,2029,2193,2302,2302
cn.comp.7168a921b42556ed8d75,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.716c53d8b85e903e13c7,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.716e7681ed598261a692,active_bar,qualified,1308,1306,38a553b0668284eab93b5bab,2030,2194,2303,2303
cn.comp.7173d05b2426a01dddd6,active_bar,qualified,1434,1500,945abc9cc206ff2d2d8c04f3,2031,2195,2304,2304
cn.comp.717850a933f22676ab77,active_bar,qualified,1744,1742,3df5e79b16f2c47f027c998f,2032,2196,2305,2305
cn.comp.7181f5a9f99f55b0513f,active_bar,qualified,1744,1742,c82a385f671b05764d816282,15,15,15,15
cn.comp.7192c8ca49be6d4b7274,active_bar,qualified,1664,1678,b5a205a3c04471100b76c779,2033,2197,2306,2306
cn.comp.719f22d7dfdb5c06faa3,active_bar,qualified,1680,1742,52d84aba4675bd705ea1fa89,1269,4,1404,1404
cn.comp.71aba3a751baa9d0d216,active_bar,qualified,1308,1742,b6827b340c53ee12a0ef55c2,65,1211,1251,1251
cn.comp.71b066e7dee816417316,active_bar,qualified,1712,1742,098ac938a723b304d2a9918e,15,15,15,15
cn.comp.71c1b17227f25c5e540e,active_bar,qualified,1744,1742,a5406a894870a91e9a6182e0,489,496,513,513
cn.comp.71c8af0d94e2c7382c00,active_bar,qualified,1308,1306,eff3c86b7c2a4eaa4c57bf18,2034,2198,2307,2307
cn.comp.71d372295d92dee5458b,active_bar,qualified,1744,1742,cd76ccc53555740bd786a0e5,2035,2199,2308,2308
cn.comp.71dcf8e64832240cf489,active_bar,qualified,1744,1742,b272fa4c4ab7d3fa70711174,2036,2200,2309,2309
cn.comp.71e5d94ba2c7fec32e69,active_bar,qualified,1672,1671,75b41b8acf3ea45f33d10d68,748,780,804,804
cn.comp.71f2fa9b06ebd79feaa4,active_bar,qualified,1568,1614,fcf5c8482ff6bc3204c76aae,111,112,113,113
cn.comp.71f45e35e611d4751166,active_bar,qualified,1744,1742,c862501957e743dba82df5d8,1180,1260,1303,1303
cn.comp.71f5ce2fd59e9ff13886,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71f70fee57f14f8e9813,active_bar,coverage_limited,0,0,,0,0,0,0
cn.comp.71fb7995775a8115984b,active_bar,qualified,1744,1742,fbec9a14d1142f55b01abd34,13,13,13,13
